"","predict.fhat..x...aperta."
"29",2.89729319253254
"708",2.07642021715102
"733",5.41516895452829
"749",22.2559306265376
"1752",6.56539514392446
"1770",0.0885902161523521
"1904",5.18148105072459
"2126",25.7066342736908
"2292",4.12067418344609
"2394",14.1144487930727
"2610",1.02288479554778
"2664",23.5189484891638
"2667",1.88074555915826
"2765",0.285811792381911
"2924",7.01371400810312
"2931",2.28889762171562
"3039",22.7419626930532
"3205",2.43630004299286
"3305",0.334387524609282
"3445",3.77166101282611
"3477",22.7983788123165
"3573",0.240938110681275
"3708",2.21531080284272
"3974",0.140771521015723
"4044",21.2622126654492
"4071",0.651832808408378
"4377",4.05719012810914
"5161",21.9551932179438
"5568",1.13986844972472
"5934",6.9441436527502
"6115",0.707320614231005
"6250",3.73034912686774
"6252",3.03989737626644
"6257",3.74752453061809
"6258",4.21674914829104
"6260",1.39136289573371
"6261",2.13111450149694
"6262",3.85145581508874
"6263",3.74700403087036
"6264",4.25053896683065
"6267",3.19258085407989
"6271",3.88176553083326
"6273",3.90771859444487
"6277",4.34776079937879
"6278",3.55394186565956
"6279",1.38901050863653
"6295",5.77464252741665
"6296",5.99455178900539
"6398",0.0894086636964347
"6516",0.240416252574334
"6829",0.728458752361741
"6875",4.5376264471651
"7197",6.1920376134048
"7361",0.130544244716581
"7727",0.509176919866659
"7759",1.80886055357682
"7792",0.264220472198213
"7883",1.34784436650286
"7884",3.34601253629906
"8040",1.06040701472485
"8062",2.54548800255958
"8244",0.441997671887566
"8318",1.79572699283816
"8319",1.7913258288421
"8360",1.82890530964598
"8371",0.0401937358127456
"8791",3.915261159504
"9108",1.8107211128716
"9109",4.77982293105486
"9110",2.89734115539351
"9152",4.37571219743643
"9155",1.37399406373627
"9275",2.48639215221675
"9306",0.195934717321947
"9558",4.85741973426526
"9770",17.2896702379122
"10003",0.149277584063442
"10242",0.454214726678511
"10270",0.359400210709093
"10355",0.344355726976556
"10722",18.1485266116277
"10806",2.47471357071644
"10807",2.47491402021112
"10971",1.11638334350993
"11622",4.74528306700624
"12094",6.18929759137466
"12186",0.224865526938208
"13322",2.65607887838235
"13476",0.368833666208976
"13544",2.26816306019499
"13635",0.0691643205370129
"13707",0.222211079420843
"13914",0.178276279003312
"15043",2.74059701987205
"15256",2.34396825450657
"15311",22.3575632018007
"15359",3.74898917165848
"15541",24.0774479807718
"16167",23.7274010581539
"16255",0.84037631059145
"16513",21.8625745881251
"16670",0.555338016092697
"16813",3.51865817408882
"17264",8.63818106946614
"17311",22.4803655344808
"17358",1.23670215844403
"17487",9.10299544873719
"17545",0.343391320810245
"17573",0.224422146133903
"17913",0.921272321015667
"18599",25.2380242057897
"18797",2.25097090005176
"19224",12.8323162490871
"19597",1.11683429241429
"19928",0.664631763269235
"19944",0.485255124590607
"20599",0.481256637395109
"20811",24.3765448141743
"20966",0.437744265347177
"21793",8.64015874229544
"21794",2.05135797146073
"21922",22.9348676960694
"22082",0.0573832829361459
"22576",13.6283743393843
"22633",5.2647583975577
"22634",5.65789013141388
"22666",2.80705851483077
"22732",4.70545465685456
"22851",0.143480251746019
"22957",1.77446780521681
"23203",1.21116342007416
"23234",0.107569856860872
"23306",0.976019890944487
"23922",0.30351762275206
"24776",2.82501403489148
"25323",2.81612701349375
"25585",7.07665853386807
"27100",0.795015365307801
"27501",1.35772544922679
"27724",2.77370459882358
"27744",1.51641211888063
"27745",0.545766048348216
"27875",7.61500463347418
"28514",3.32928735688072
"28908",0.109692152046896
"29027",19.8232284844331
"29028",19.2642989483898
"29342",4.27707047986426
"29464",0.192046608117813
"31055",23.7013660049197
"31184",16.1269509928168
"31217",9.86655892016299
"31244",7.40111785936912
"31279",3.93224362616084
"31345",3.69173663187907
"31706",3.42913457048202
"31850",1.37121698277133
"31854",1.52939770399078
"32262",2.87450135806729
"32901",4.29436798685588
"32943",2.43297548628715
"32985",0.929391568041584
"33060",4.93399723242078
"33594",2.53449753129804
"33861",1.39301851367841
"34034",1.24167216386383
"34109",0.974985361760687
"34134",2.0263378256038
"34200",0.226896192884935
"34273",4.3442233397006
"34416",2.0816612608345
"34437",23.7350836807847
"34980",3.58606568475955
"35065",3.76189984219534
"35143",22.79713311287
"35332",2.06736776312835
"35550",2.03483309616635
"36028",5.12974886398702
"36287",5.78779987239281
"36875",0.343292013362248
"37138",1.71719821901006
"37199",3.84604845038756
"37321",1.64835854164823
"37327",2.73180362742669
"37594",0.135764044814458
"37933",10.0145007608152
"37940",9.88521314006836
"38514",2.88612460073163
"38654",11.2992867469476
"38831",2.05476082262911
"39564",2.16328984711659
"39637",0.110222172635839
"39767",9.06515869559217
"39857",1.61170017471182
"39999",3.74085631192017
"40610",5.98516982726397
"40721",0.188826297724158
"40722",0.180896535378826
"40864",5.57033936880001
"41086",0.157571752954793
"41335",0.542072979597161
"41868",23.4181172736354
"43034",2.95686797451804
"43054",1.48624467019406
"43397",1.33671783109515
"43477",1.79435441692729
"43561",17.6193046073889
"44341",1.05469884274081
"44643",12.2829150563996
"44885",0.982885176793193
"44886",2.54957870404375
"45142",23.4262816660734
"45195",0.664851362354043
"45486",0.42464869955229
"45539",12.0822709038932
"45760",7.81132158673081
"46188",17.391980265439
"46199",0.710174440080215
"46344",1.41762170382127
"46957",1.69913201810609
"46958",1.83051906204716
"47289",0.273450160155511
"47471",22.1476321359699
"47995",0.33813992933703
"48219",0.692801527341672
"48233",1.13792537444453
"48427",11.9266704917077
"48479",10.2477319179016
"48854",20.8798312660102
"48903",3.4237267808687
"49400",19.0075278789817
"50057",7.15941807343536
"50072",1.52484260656483
"50104",22.7721563593633
"50201",1.40016772891912
"50565",1.90772853787173
"50633",8.19503219877855
"50637",0.304909591791656
"50703",11.3640279660772
"50796",3.99065971363753
"51363",7.04970040967136
"51364",3.05442106142914
"51365",2.10521329075563
"51403",0.594736257150185
"51598",1.99470745318459
"52697",23.6598922674765
"52722",2.0711126911673
"54187",1.78270619850646
"54199",15.9226890693122
"54222",0.437790219190031
"54234",1.76234248458708
"54235",6.8883956299162
"54238",0.974837116651211
"54239",5.83395643890637
"54262",0.130033596099571
"54812",1.556926522239
"55142",0.758554171333979
"55430",2.64028433880256
"55487",3.16887787830979
"55558",1.01984767678637
"55658",1.81169911173934
"55745",20.475723550215
"55977",3.69521072376328
"56210",25.3730701617015
"56378",23.6378441798923
"56379",16.6052725954575
"56380",18.8959870663607
"56381",13.6043205582802
"56539",0.243511044206689
"56540",2.11618606759074
"56612",1.47913507658385
"56727",5.45304516092205
"56937",13.1127458510892
"57489",5.80005403855731
"57515",2.65932833373446
"57945",1.06157824047916
"58034",0.345554576982821
"58597",7.81122878685328
"58969",22.9113118039517
"59108",1.61697789219422
"59109",2.48774589237885
"59190",1.78676590641736
"59206",5.05270754369198
"59207",1.40385594593993
"59469",0.197542572177106
"59985",3.83188283958018
"60283",0.426184797854618
"60284",0.239144122222758
"60400",3.35912545382961
"60484",0.382838126904204
"60500",1.61103536465191
"60501",1.75051959902549
"60502",0.908830595662925
"60517",11.2750879613085
"60549",3.32286799521415
"60594",4.52713727910094
"60595",4.69999954756573
"60618",2.277022522969
"60826",1.67771937314638
"61061",0.196714172125729
"61084",0.965112538727788
"61303",0.830509855163468
"61362",4.04588968686653
"61397",1.76563368788167
"61398",2.72852355213653
"61399",2.74137559309626
"61454",2.87899005317107
"61465",0.381015577859095
"61561",2.0884745612971
"61562",3.97338456877194
"61884",1.58471656589925
"62084",21.9681361197019
"62173",3.40270118663476
"62451",10.839833143477
"62491",23.8579647970666
"62740",1.37377914070558
"62741",0.443500093400095
"62742",0.455725960953958
"62743",1.97691334619415
"62749",0.7047230961477
"63360",0.725337516983533
"63785",2.83061607640035
"63815",4.74411808538832
"63988",6.37710706708941
"64067",2.83647650444951
"64116",1.31940777888407
"64165",2.07430798630197
"64169",1.83144852905588
"64248",0.639220751980903
"64311",6.84881391645708
"64512",5.54760807975731
"64513",5.63635337525087
"64544",20.1384260047948
"64828",1.6063393674499
"65003",3.04760837732501
"65391",2.76579290545762
"65643",3.41875368865558
"65709",0.18552751286681
"66393",14.939166642064
"66601",11.5450765752009
"66847",0.331898038428788
"67246",0.790088683570704
"67273",22.441599149397
"67279",14.6686563329915
"67751",20.2251076254128
"67952",0.503131557695559
"67967",1.65105141525077
"68068",1.69903250521307
"68240",5.43567775314986
"68576",0.0815400551758877
"68577",0.188387084592074
"68778",22.777605643359
"68851",23.2437286453573
"69554",0.379585482299895
"70175",3.7824565379714
"70350",6.34214006587613
"70355",12.5180581675476
"71389",1.72310040195816
"71564",2.1427245680079
"72097",1.84825486581803
"73121",20.6575643237283
"73344",2.984555764248
"73649",20.1513375907871
"73745",1.60190872451319
"74264",1.98535257369618
"74760",0.455866628117787
